DateOfDataEntry,Flaking condition,CoreNumber,ToolNumber,QuartzGrain,QuartzGrainSize,QuartzPlane,LithicArtifactClass,Completeness,EvidenceBipolarPercussion,ReboundForce,TechnicalCategory,FlakeProfile,CortexArea,PlatformCortex,CortexLocation,DorsalScarCount,DorsalDirection,ArisOrientation,CrossSectionType,ProfileTwisted?,FlakeTermination,PlatformPrep,NumberPlatformScars,DorsalPrep,PlatAbrasion,FractureInitiationPoint,PlatformDelineation,FissuringOnPlatform,MarksVentralSurface,Lipping,PlatformMorphology,EdgeDamage,DiagnosticImpactFractures,MaxLength,TechLength,MaxWidth,MaxTechWidth,MaxThickness,MidThickness,PlatformWidth,PlatformThickness,ExteriorPlatAngle,EPACaliper,Mass,Curvature,Notes,Photograph
02.25.16,Bipolar,20,10,Grain_Absent,,Plane_Present,FlakeFrag,Distal,Yes,Yes,,,0%,,,2,Bidirectional,Indeterminate,Domed,No,Step,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.32,0,,No
02.25.16,Bipolar,5,10,Grain_Absent,,Plane_Present,FlakeFrag,ProxRightLat,Indeterminate,No,,,0%,No,,2,Bidirectional,Indeterminate,Other,Yes,,NotPrepared,,None,No,NotExpressed,RegCurve,None,None,NoLip,Crushed,No,,0,0,0,0,5.1,0,0,0.65,0.72,Small,0.55,0,,No
02.27.16,Bipolar,12,10,Grain_Absent,,Plane_Present,FlakeFrag,Mesial,Indeterminate,No,,,91-99%,,WholeDorsal,1,,,,No,,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.2,0,,No
02.27.16,Bipolar,10,10,Grain_Absent,,Plane_Present,FlakeFrag,ProxRightLat,Yes,Yes,,,0%,No,,3,Bidirectional,Parallel,Other,No,,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,ShearedBulb,NoLip,Crushed,No,,0,0,0,0,3.28,0,0,0.45,0.49,Small,0.26,0,,No
02.29.16,Freehand,3,10,Grain_Absent,,Plane_Present,CompFlake,Complete,No,No,B8,Parallel,11-40%,YesPartial,DistalLeftLat,1,,,,No,Feather,ResidualFacetWithoutBulb,1,None,No,Centered,OverhangCurveBreak,None,HertzianCone,NoLip,ChapeauDeGendarme,No,,20.63,15.04,22.83,20.33,3.88,2.97,14.26,3.05,1.7,Small,1.17,0.5,,Yes
03.01.16,Freehand,6,10,Grain_Absent,,Plane_Present,FlakeFrag,Distal,No,No,,,11-40%,,Indeterminate,1,,,,Yes,Feather,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.76,0,,No
03.01.16,Freehand,2,10,Grain_Absent,,Plane_Present,Chunk,Fragment,No,No,,,11-40%,,Indeterminate,0,,,,Yes,,,,,,,,,,,,No,,10.82,0,10.61,0,6.51,0,0,0,0,Small,0.5,0,,No
03.04.16,Freehand,10,10,Grain_Absent,,Plane_Present,FlakeFrag,Distal,No,No,,,1-9%,,Distal,2,BiOrUni,Parallel,Other,No,Axial,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.89,0,,No
03.04.16,Freehand,9,10,Grain_Absent,,Plane_Present,FlakeFrag,Fragment,No,No,,,11-40%,,Indeterminate,1,,,,No,,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.46,0,,No
02.04.16,Freehand,19,11,Grain_Absent,,Plane_Present,CompFlake,Complete,No,,B1,Parallel,1-9%,YesPartial,Proximal,2,Unidirectional,Parallel,Domed,Yes,Feather,NotPrepared,,None,No,Centered,RegCurve,PartialFissure,Crushing,NoLip,QuadrangularTrapezoid,No,,20.29,20.28,11.43,12.4,8.56,8.55,9.68,3.93,3.16,Small,2.4,0,very rectangular in shape,Yes
02.05.16,Freehand,18,11,Grain_Absent,,Plane_Present,FlakeFrag,Proximal,No,,,,0%,No,,4,Unidirectional,Parallel,Trapezoidal,Yes,,NotPrepared,,None,No,Lateral,OverhangCurveNoBreak,PartialFissure,Crushing,NoLip,OvularOrTriangular,No,,0,0,0,0,2.38,0,4.83,0.89,0,Small,0.33,0,,Yes
02.08.16,Freehand,16,11,Grain_Absent,,Plane_Present,CompFlake,Complete,No,,B1,Ovoid,0%,YesComplete,,1,,,,No,Feather,NotPrepared,,None,Yes,Centered,OverhangCurveBreak,None,HertzianCone,NoLip,OvularOrTriangular,No,,11.71,11.71,15.06,15.02,2.53,2.13,5.18,1.83,1.85,Small,0.27,0.2,,Yes
02.08.16,Freehand,17,11,Grain_Absent,,Plane_Present,FlakeFrag,Fragment,No,,,,100%,,WholeDorsal,0,Indeterminate,Indeterminate,Other,No,,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.39,0,,Yes
02.08.16,Freehand,20,11,Grain_Present,Coarse_Grain,Plane_Present,Chunk,Fragment,No,,,,11-40%,,Indeterminate,0,,,,Yes,,,,,,,,,,,,No,,10.92,0,11.76,0,7.21,0,0,0,0,Small,0.79,0,,No
02.09.16,Bipolar,25,11,Grain_Absent,,Plane_Present,FlakeFrag,Fragment,Indeterminate,,,,0%,,,1,,,,Yes,,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.57,0,,No
02.09.16,Bipolar,23,11,Grain_Absent,,Plane_Present,FlakeFrag,Proximal,Indeterminate,,,,1-9%,YesPartial,Proximal,4,Unidirectional,Parallel,Triangular,No,,NotPrepared,,None,No,Centered,RegCurve,PartialFissure,HertzianCone,NoLip,OvularOrTriangular,No,,0,0,0,0,2.59,0,3.59,2.3,0,Small,0.45,0,strangely FH like,Yes
02.09.16,Bipolar,21,11,Grain_Present,Coarse_Grain,Plane_Present,FlakeFrag,Proximal,Yes,No,,,61-90%,No,RightLateral,2,Unidirectional,Parallel,Other,No,,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,ShearedBulb,NoLip,Crushed,No,,0,0,0,0,2.31,0,6.91,0.63,0.91,Small,0.39,0,,No
02.11.16,Bipolar,22,11,Grain_Absent,,Plane_Present,FlakeFrag,Fragment,No,,,,0%,,,1,,,,No,,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.14,0,,Yes
02.23.16,Bipolar,1,11,Grain_Absent,,Plane_Present,FlakeFrag,Mesial,No,No,,,0%,,,1,,,,No,,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.14,0,,Yes
02.23.16,Bipolar,4,11,Grain_Absent,,Plane_Present,FlakeFrag,Distal,Indeterminate,No,,,91-99%,,WholeDorsal,0,,,,No,Hinge,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.23,0,,Yes
02.11.16,Bipolar,24,11,Grain_Absent,,Plane_Present,CompFlake,Complete,Yes,Yes,B1,Converging,0%,No,,2,Bidirectional,Convergent,Triangular,Yes,Feather,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,ShearedBulb,NoLip,Crushed,No,,12.3,12.29,4.2,4.19,2.69,2.69,2.49,0.59,0.6,Small,0.12,0,great bp bladelet,Yes
02.16.16,Freehand,11,11,Grain_Absent,,Plane_Present,FlakeFrag,Proximal,No,,,,0%,YesPartial,,3,Unidirectional,Parallel,Triangular,No,,NotPrepared,,None,Yes,Lateral,RegCurve,PartialFissure,ErrailuerScar,NoLip,OvularOrTriangular,No,,0,0,0,0,2.67,0,4.91,1.61,1.98,Small,0.56,0,great laminar dorsal scars,Yes
02.16.16,Freehand,12,11,Grain_Absent,,Plane_Present,FlakeFrag,Fragment,No,,,,0%,,,5,Subradial,Convergent,Domed,No,,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,1.53,0,,Yes
02.16.16,Freehand,13,11,Grain_Absent,,Plane_Present,Chunk,Fragment,No,,,,1-9%,,Indeterminate,0,,,,Yes,,,,,,,,,,,,No,,11.8,0,8.3,0,5.41,0,0,0,0,Small,0.58,0,,No
02.18.16,Bipolar,6,11,Grain_Absent,,Plane_Present,FlakeFrag,Proximal,No,,,,0%,No,,2,Bidirectional,Parallel,Other,No,,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,Crushing,NoLip,Crushed,No,,0,0,0,0,5.17,0,1.42,0.66,0.75,Small,0.36,0,,No
02.18.16,Bipolar,8,11,Grain_Absent,,Plane_Present,FlakeFrag,Proximal,Indeterminate,No,,,0%,No,,2,Unidirectional,Parallel,Triangular,No,,NotPrepared,,None,No,NotExpressed,RegCurve,PartialFissure,ErrailuerScar,NoLip,Crushed,No,,0,0,0,0,1.5,0,1.96,0.77,0.66,Small,0.1,0,nice bladelet,Yes
02.23.16,Bipolar,2,11,Grain_Absent,,Plane_Present,FlakeFrag,Fragment,No,No,,,0%,,,1,,,,No,,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.36,0,,No
02.23.16,Bipolar,14,11,Grain_Present,Coarse_Grain,Plane_Present,CompFlake,Complete,Yes,No,A3,Expanding,91-99%,No,Proximal,1,,,,No,Hinge,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,Crushing,NoLip,Crushed,No,,15.38,10.92,17.78,14.77,5.6,5.59,4.04,0.67,0.92,Small,0.8,0,,Yes
03.01.16,Freehand,4,11,Grain_Absent,,Plane_Present,FlakeFrag,ProxRightLat,No,Yes,,,0%,YesComplete,,2,Unidirectional,Parallel,Domed,No,,NotPrepared,,None,No,NotExpressed,RegCurve,None,None,NoLip,QuadrangularTrapezoid,No,,0,0,0,0,4.36,0,0,6.53,1.64,Small,0.68,0,,No
03.01.16,Freehand,1,11,Grain_Absent,,Plane_Present,FlakeFrag,Fragment,No,No,,,100%,,WholeDorsal,0,Indeterminate,Indeterminate,Other,Yes,,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.79,0,,No
03.01.16,Freehand,14,11,Grain_Absent,,Plane_Present,FlakeFrag,ProxRightLat,No,No,,,0%,YesComplete,,1,,,,No,,NotPrepared,,None,No,Centered,OverhangCurveBreak,None,HertzianCone,NoLip,OvularOrTriangular,No,,0,0,0,0,4.61,0,0,5.02,1.92,Small,0.33,0,,No
03.03.16,Freehand,7,11,Grain_Absent,,Plane_Present,FlakeFrag,Fragment,No,No,,,0%,,,1,,,,Yes,,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.54,0,,No
02.23.16,Bipolar,18,11,Grain_Absent,,Plane_Present,CompFlake,Complete,No,No,A2,Parallel,91-99%,No,WholeDorsal,1,,,,No,Feather,NotPrepared,,None,No,NotExpressed,RegCurve,PartialFissure,None,NoLip,QuadrangularTrapezoid,No,,10.28,9.09,10.04,8.05,4.22,4.2,6.63,3.08,3.05,Small,0.37,0,,Yes
02.25.16,Bipolar,15,11,Grain_Present,Coarse_Grain,Plane_Present,CompFlake,Complete,Yes,No,B4,Expanding,11-40%,No,Distal,1,,,,No,Bipolar,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,Crushing,NoLip,Crushed,No,,12.92,12.8,9.16,8.16,4.54,4.12,1.13,0.92,1.26,Small,0.42,0.4,,No
02.25.16,Bipolar,9,11,Grain_Absent,,Plane_Present,FlakeFrag,Proximal,Yes,No,,,11-40%,No,LeftLateral,1,,,,No,,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,ShearedBulb,NoLip,Crushed,No,,0,0,0,0,2.96,0,1.71,1.17,1.37,Small,0.38,0,,No
03.03.16,Freehand,5,11,Grain_Absent,,Plane_Present,FlakeFrag,Proximal,No,No,,,61-90%,YesPartial,WholeDorsal,1,,,,No,,NotPrepared,,None,No,Lateral,OverhangCurveBreak,None,HertzianCone,NoLip,NarrowLinear,No,,0,0,0,0,5.04,0,6.53,1.28,2.36,Small,0.87,0,,No
03.03.16,Freehand,8,11,Grain_Absent,,Plane_Absent,FlakeFrag,Proximal,No,No,,,0%,No,,2,Unidirectional,Parallel,Triangular,Yes,,NotPrepared,,None,No,Centered,RegCurve,PartialFissure,ErrailuerScar,NoLip,OvularOrTriangular,No,,0,0,0,0,4.3,0,7.38,5.15,1.32,Small,0.41,0,,No
02.25.16,Bipolar,11,11,Grain_Absent,,Plane_Present,FlakeFrag,Proximal,Yes,Yes,,,0%,No,,3,Unidirectional,Parallel,Triangular,No,,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,Crushing,NoLip,Crushed,No,,0,0,0,0,4.37,0,4.9,0.9,1.12,Small,0.68,0,,No
02.25.16,Bipolar,7,11,Grain_Absent,,Plane_Present,CompFlake,Complete,Yes,No,B1,Converging,0%,No,,2,BiOrUni,Parallel,Triangular,Yes,Bipolar,NotPrepared,,None,No,NotExpressed,RegCurve,PartialFissure,Crushing,NoLip,Crushed,No,,18.94,18.64,9.35,9.33,3.55,2.85,5.19,0.58,0.66,Small,0.47,0,,Yes
02.29.16,Freehand,3,11,Grain_Absent,,Plane_Present,FlakeFrag,Proximal,No,No,,,11-40%,No,RightLateral,1,,,,No,,NotPrepared,,None,No,Centered,OverhangCurveBreak,None,HertzianCone,NoLip,OvularOrTriangular,No,,0,0,0,0,2.38,0,8.31,2.33,2.25,Small,0.46,0,,Yes
03.01.16,Freehand,15,11,Grain_Absent,,Plane_Present,FlakeFrag,Proximal,No,No,,,0%,No,,2,Unidirectional,Parallel,Triangular,Yes,,NotPrepared,,None,No,Lateral,OverhangCurveBreak,None,HertzianCone,NoLip,OvularOrTriangular,No,,0,0,0,0,3.28,0,6.51,3.11,1.9,Small,0.52,0,,Yes
02.25.16,Bipolar,20,11,Grain_Absent,,Plane_Present,FlakeFrag,Proximal,Yes,Yes,,,0%,No,,1,,,,No,,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,Crushing,NoLip,Crushed,No,,0,0,0,0,2.62,0,3.9,0.85,1.01,Small,0.16,0,,No
02.25.16,Bipolar,5,11,Grain_Absent,,Plane_Present,CompFlake,Complete,Yes,No,B1,Converging,0%,No,,3,Unidirectional,Parallel,Triangular,No,Feather,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,ShearedBulb,NoLip,Crushed,No,,21.34,21.32,13.97,12.02,5.91,5.91,7.15,1.05,0.9,Small,1.12,0,,Yes
02.27.16,Bipolar,12,11,Grain_Absent,,Plane_Present,FlakeFrag,Fragment,Indeterminate,No,,,91-99%,,WholeDorsal,1,,,,No,,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.21,0,,No
02.27.16,Bipolar,13,11,Grain_Absent,,Plane_Present,FlakeFrag,Mesial,Indeterminate,No,,,41-60%,,Mesial,1,,,,No,,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.37,0,,No
03.01.16,Freehand,6,11,Grain_Absent,,Plane_Present,FlakeFrag,Fragment,No,No,,,0%,No,,1,,,,Yes,,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.15,0,,No
03.01.16,Freehand,2,11,Grain_Absent,,Plane_Present,FlakeFrag,Proximal,No,No,,,0%,No,,2,BiOrUni,Parallel,Triangular,No,,NotPrepared,,None,No,NotExpressed,RegCurve,None,HertzianCone,NoLip,Reducedtoanedge,No,,0,0,0,0,1.93,0,1.8,0.5,0.87,Small,0.24,0,,Yes
03.04.16,Freehand,9,11,Grain_Absent,,Plane_Present,FlakeFrag,Proximal,No,No,,,0%,No,,1,,,,No,,NotPrepared,,None,No,Centered,OverhangCurveBreak,None,HertzianCone,NoLip,QuadrangularTrapezoid,No,,0,0,0,0,2.75,0,4.65,2.63,2.34,Small,0.29,0,,No
02.04.16,Freehand,19,12,Grain_Absent,,Plane_Present,FlakeFrag,Proximal,No,,,,0%,No,,4,Unidirectional,Parallel,Triangular,Yes,,NotPrepared,,None,No,NotExpressed,RegCurve,None,HingedBulb,NoLip,Reducedtoanedge,No,,0,0,0,0,7.87,0,2.07,0.77,0,Small,2.5,0,,Yes
02.05.16,Freehand,18,12,Grain_Absent,,Plane_Present,FlakeFrag,Mesial,No,,,,0%,,,2,Unidirectional,Parallel,Triangular,Yes,,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.68,0,,Yes
02.08.16,Freehand,16,12,Grain_Absent,,Plane_Present,FlakeFrag,Fragment,No,,,,1-9%,,Indeterminate,1,,,,No,,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.23,0,,Yes
02.08.16,Freehand,17,12,Grain_Absent,,Plane_Present,FlakeFrag,Fragment,No,,,,61-90%,,WholeDorsal,1,,,,No,,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.31,0,,Yes
02.08.16,Freehand,20,12,Grain_Absent,,Plane_Present,CompFlake,Complete,No,,B7,Converging,0%,YesComplete,,2,Unidirectional,Parallel,Triangular,No,Feather,NotPrepared,,None,No,Lateral,RegCurve,CompleteFissure,ShearedBulb,NoLip,OvularOrTriangular,No,,14.62,14.59,8.17,8.28,2.32,1.42,5,2.31,1.8,Small,0.23,0.1,,Yes
02.09.16,Bipolar,25,12,Grain_Absent,,Plane_Present,CompFlake,Complete,Yes,No,B4,Expanding,11-40%,No,Distal,2,BiOrUni,Indeterminate,Other,No,Axial,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,ShearedBulb,NoLip,Crushed,No,,11.65,10,12.81,10.16,4.63,4.3,2.27,0.24,0.91,Small,0.65,0,,Yes
02.09.16,Bipolar,23,12,Grain_Absent,,Plane_Present,CompFlake,Complete,Yes,Yes,B1,Parallel,0%,No,,2,Unidirectional,Parallel,Triangular,No,Axial,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,ShearedBulb,NoLip,Crushed,No,,15.61,15.61,8.06,7.71,3.72,3.72,3.98,0.8,1.05,Small,0.49,0,great bp bladeleyt,Yes
02.09.16,Bipolar,21,12,Grain_Absent,,Plane_Present,FlakeFrag,Distal,Indeterminate,,,,0%,,,2,Unidirectional,Parallel,Triangular,No,Feather,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.14,0,great bladelet,Yes
02.11.16,Bipolar,22,12,Grain_Absent,,Plane_Present,CompFlake,Complete,Yes,Yes,B1,Parallel,0%,No,,3,BiOrUni,Parallel,Trapezoidal,No,Splintered,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,Crushing,NoLip,Crushed,No,,10.09,10.09,6.95,6.78,2.95,2.29,2.85,0.72,0.89,Small,0.18,0.2,,Yes
02.23.16,Bipolar,1,12,Grain_Absent,,Plane_Present,CompFlake,Complete,Yes,Yes,B1,Other,0%,No,,1,,,,No,Splintered,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,Crushing,NoLip,Crushed,No,,15.8,12.98,11.08,7.74,2.31,2.31,2.14,0.61,1.01,Small,0.32,0,,Yes
02.23.16,Bipolar,4,12,Grain_Absent,,Plane_Present,FlakeFrag,Distal,Indeterminate,No,,,11-40%,,Distal,3,Bidirectional,Convergent,Domed,No,Bipolar,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.3,0,,Yes
02.11.16,Bipolar,24,12,Grain_Absent,,Plane_Present,CompFlake,Complete,Yes,Yes,B1,Parallel,61-90%,No,WholeDorsal,1,,,,Yes,Axial,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,ShearedBulb,NoLip,Crushed,No,,18.04,18.04,9.24,9.23,3.78,3.77,5.31,0.57,0.74,Small,0.56,0,,Yes
02.16.16,Freehand,11,12,Grain_Absent,,Plane_Present,CompFlake,Complete,No,,B4,Expanding,1-9%,No,Distal,2,Unidirectional,Parallel,Other,Yes,Axial,NotPrepared,,None,No,Centered,OverhangCurveBreak,None,HertzianCone,NoLip,ChapeauDeGendarme,No,,22.71,16.32,31.82,22.2,6.03,6.03,16.4,3.07,3.62,Small,3.64,0,,Yes
02.16.16,Freehand,12,12,Grain_Absent,,Plane_Present,FlakeFrag,Distal,No,,,,1-9%,,Proximal,2,Unidirectional,Indeterminate,Domed,No,Feather,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,1.58,0,,Yes
02.16.16,Freehand,13,12,Grain_Absent,,Plane_Present,FlakeFrag,Fragment,No,,,,1-9%,,Indeterminate,1,,,,No,,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,1.26,0,,No
02.18.16,Bipolar,6,12,Grain_Absent,,Plane_Present,CompFlake,Complete,Yes,Yes,A3,Parallel,61-90%,No,WholeDorsal,1,,,,No,Splintered,NotPrepared,,None,No,NotExpressed,RegCurve,None,None,NoLip,Crushed,No,,13.42,13.39,7.01,5.96,3.54,3.6,4.41,0.73,0.9,Small,0.35,0,,Yes
02.18.16,Bipolar,8,12,Grain_Present,Coarse_Grain,Plane_Present,FlakeFrag,Mesial,No,No,,,41-60%,,Indeterminate,1,,,,No,,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.09,0,,Yes
02.23.16,Bipolar,2,12,Grain_Absent,,Plane_Present,CompFlake,Complete,Yes,No,B1,Parallel,0%,No,,2,Bidirectional,Indeterminate,Other,No,Splintered,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,ShearedBulb,NoLip,Crushed,No,,11.05,11.01,9.65,9.63,2.48,2.11,2.45,0.94,0.85,Small,0.26,0,,Yes
02.23.16,Bipolar,14,12,Grain_Present,Coarse_Grain,Plane_Present,CompFlake,Complete,Yes,No,A3,Expanding,100%,No,WholeDorsal,0,Indeterminate,Indeterminate,Other,Yes,Overshoot,NotPrepared,,None,No,NotExpressed,RegCurve,None,HingedBulb,NoLip,Crushed,No,,21.07,17.24,13.24,12.42,4.07,2.59,5.25,0.53,0.83,Small,1.01,0,,Yes
03.01.16,Freehand,4,12,Grain_Absent,,Plane_Absent,FlakeFrag,Proximal,No,No,,,0%,No,,2,Unidirectional,Parallel,Triangular,No,,NotPrepared,,None,No,NotExpressed,RegCurve,None,RipplesUndulations,NoLip,Reducedtoanedge,No,,0,0,0,0,4.81,0,1.02,0.36,0.8,Small,0.37,0,,No
03.01.16,Freehand,1,12,Grain_Absent,,Plane_Present,FlakeFrag,Distal,No,No,,,0%,,,1,,,,Yes,Feather,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.45,0,,No
03.01.16,Freehand,14,12,Grain_Absent,,Plane_Present,FlakeFrag,Distal,No,No,,,11-40%,,Distal,1,,,,No,Feather,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.54,0,,No
03.03.16,Freehand,5,12,Grain_Absent,,Plane_Present,FlakeFrag,Proximal,No,No,,,0%,No,,1,,,,No,,NotPrepared,,None,No,NotExpressed,Indeterminate,None,Crushing,NoLip,OvularOrTriangular,No,,0,0,0,0,6.47,0,2.61,2.38,1.86,Small,0.89,0,,No
03.03.16,Freehand,7,12,Grain_Absent,,Plane_Present,FlakeFrag,Fragment,No,No,,,0%,,,1,,,,Yes,,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.62,0,,No
02.23.16,Bipolar,18,12,Grain_Present,Fine_Grain,Plane_Present,CompFlake,Complete,Yes,No,B4,Converging,1-9%,No,Distal,2,Unidirectional,Parallel,Trapezoidal,No,Axial,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,Crushing,NoLip,Crushed,No,,14.58,14.57,8.94,8.92,2.21,2.19,3.4,0.34,0.81,Small,0.32,0,,Yes
02.25.16,Bipolar,15,12,Grain_Absent,,Plane_Present,CompFlake,Complete,Yes,Yes,B1,Other,1-9%,No,ProxLeftLat,4,Bidirectional,Convergent,Domed,No,Crushed,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,ShearedBulb,NoLip,Crushed,No,,15.65,15.65,16.72,18.01,7.45,7.44,3.38,0.89,0.94,Small,1.31,0,,No
02.25.16,Bipolar,9,12,Grain_Absent,,Plane_Present,CompFlake,Complete,Yes,Yes,A3,Parallel,61-90%,No,Distal,2,Indeterminate,Parallel,Domed,No,Crushed,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,ShearedBulb,NoLip,Crushed,No,,11.09,11.09,8.23,8.21,4.55,4.55,5.24,0.78,0.79,Small,0.45,0,,Yes
03.03.16,Freehand,8,12,Grain_Absent,,Plane_Present,FlakeFrag,Proximal,No,No,,,11-40%,No,DistalLeftLat,2,Unidirectional,Parallel,Triangular,Yes,,NotPrepared,,None,No,NotExpressed,RegCurve,None,HertzianCone,NoLip,Reducedtoanedge,No,,0,0,0,0,3.68,0,1.4,0.64,1.5,Small,0.29,0,,No
02.25.16,Bipolar,11,12,Grain_Absent,,Plane_Present,FlakeFrag,Proximal,Yes,No,,,61-90%,No,WholeDorsal,1,,,,No,,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,ShearedBulb,NoLip,Crushed,No,,0,0,0,0,3.73,0,4.22,0.43,0.59,Small,0.59,0,,No
02.25.16,Bipolar,7,12,Grain_Absent,,Plane_Present,Chunk,Fragment,Yes,Yes,,,1-9%,,Indeterminate,0,,,,Yes,,,,,,,,,,,,No,,17,0,10.37,0,8.67,0,0,0,0,Small,1.21,0,,No
03.01.16,Freehand,15,12,Grain_Absent,,Plane_Present,Chunk,Fragment,Indeterminate,No,,,0%,,,0,,,,No,,,,,,,,,,,,No,,16.82,0,6.68,0,6.87,0,0,0,0,Small,1.02,0,,No
02.25.16,Bipolar,20,12,Grain_Absent,,Plane_Present,Chunk,Fragment,Yes,Yes,,,11-40%,,Indeterminate,0,,,,Yes,,,,,,,,,,,,No,,15.1,0,7.43,0,8.68,0,0,0,0,Small,0.99,0,,No
02.25.16,Bipolar,5,12,Grain_Absent,,Plane_Present,CompFlake,Complete,Yes,Yes,B2,Ovoid,11-40%,No,DistalRightLat,3,Bidirectional,Parallel,Domed,No,Feather,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,ShearedBulb,NoLip,Crushed,No,,23.44,22.43,21.9,22.64,6.44,4.74,3.45,1.49,1.44,Small,2.87,0.8,,No
02.27.16,Bipolar,12,12,Grain_Absent,,Plane_Present,CompFlake,Complete,Yes,No,B1,Ovoid,11-40%,No,RightLateral,3,Bidirectional,Parallel,Domed,No,Feather,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,Crushing,NoLip,Crushed,No,,11.5,10.57,13.65,13.64,3.43,3.43,4.56,0.67,1.16,Small,0.52,0,,No
02.27.16,Bipolar,13,12,Grain_Absent,,Plane_Present,CompFlake,Complete,Yes,No,B1,Converging,100%,No,WholeDorsal,0,Indeterminate,Indeterminate,Other,No,Feather,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,Crushing,NoLip,Crushed,No,,0.23,13.44,13.43,6.72,6.72,2.49,2.04,1.08,0.73,Small,0.77,0,,No
02.29.16,Freehand,3,12,Grain_Absent,,Plane_Present,FlakeFrag,Fragment,Indeterminate,No,,,91-99%,,WholeDorsal,1,,,,No,,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.67,0,,No
03.01.16,Freehand,6,12,Grain_Absent,,Plane_Present,FlakeFrag,Mesial,No,No,,,11-40%,,Indeterminate,3,Bidirectional,Parallel,Triangular,No,,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,3.95,0,,No
03.01.16,Freehand,2,12,Grain_Present,Coarse_Grain,Plane_Present,FlakeFrag,Fragment,No,No,,,0%,,,1,,,,No,,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.16,0,,No
03.04.16,Freehand,10,12,Grain_Absent,,Plane_Present,CompFlake,Complete,No,No,A3,Converging,61-90%,YesComplete,RightLateral,1,,,,No,Feather,NotPrepared,,None,Yes,Lateral,OverhangCurveBreak,None,HertzianCone,NoLip,OvularOrTriangular,No,,22.85,22.85,14.6,12.34,6.93,5.79,13.73,6.72,3.21,Small,1.89,0,,Yes
